ALT TEXT PROCESSING REPORT
==================================================
Generated: 2025-06-19 14:05:20

SUMMARY:
Total images processed: 1760
Successfully matched: 1611
UUID not in spreadsheet - kept existing alt: 149
UUID not in spreadsheet - no alt attribute: 0
Other no match - kept existing alt: 0
Other no match - no alt attribute: 0
Errors: 0

DETAILED RESULTS:
--------------------------------------------------
Filename                  UUID                                Status     Alt Text
ann_030_fa_15.html        0BwJi-u8sfkVDQlVSR2xET1ZNcmc        MATCHED    Lifecast snakes and leaves along the rim of a gild...
ann_031_fa_15.html        1hEKd0hKC6pnmOeS-QcEQIPBYyL2IfZil   MATCHED    Decorative purple textile with floral motif.
ann_031_fa_15.html        0BwJi-u8sfkVDZlZEeklqcmZRTXM        MATCHED    Grey powder scooped up with metal lid above plasti...
ann_031_fa_15.html        0BwJi-u8sfkVDWFAwaEFVYW13ekU        MATCHED    Straw-like vegetable matter in liquid inside glass...
ann_031_fa_15.html        0BwJi-u8sfkVDVFdQb1U0cE9pSFk        MATCHED    Comparison between square folded white textile and...
ann_031_fa_15.html        0BwJi-u8sfkVDREFlcy1fTXZ0SzA        MATCHED    Comparison between square folded white textile and...
ann_031_fa_15.html        0BwJi-u8sfkVDb0c3RW9kcHM2WDg        MATCHED    Square folded woven, yellow-green textile.
ann_031_fa_15.html        0BwJi-u8sfkVDSlFUcE1yZnVjTFk        MATCHED    Cord sewn in looping pattern onto square of yellow...
ann_031_fa_15.html        0BwJi-u8sfkVDVnkyT3oxQnhNQ28        MATCHED    White cloth cut in moresque shape sewn on top of y...
ann_031_fa_15.html        0BwJi-u8sfkVDSzRoYkdVcXY4WWs        MATCHED    Backside of blue square piece of textile with cord...
ann_031_fa_15.html        0BwJi-u8sfkVDeEhQaGVtb0dGcTg        MATCHED    Unevenly dyed blue square textile.
ann_031_fa_15.html        0BwJi-u8sfkVDN1RyaGQxdmVXTk0        MATCHED    Light blue-green square textile with faint impress...
ann_031_fa_15.html        0BwJi-u8sfkVDcWJpV2xhak1WbjA        MATCHED    Unevenly dyed blue square textile with faint impre...
ann_032_fa_15.html        0BwJi-u8sfkVDUzdYTVpHeVVQdTg        MATCHED    Test panel with red pigment sqaures covered with g...
ann_032_fa_15.html        0BwJi-u8sfkVDSXRzUzhtZDVEZjA        MATCHED    Two panels with two red pigment sqaures covered by...
ann_032_fa_15.html        0BwJi-u8sfkVDcmI5MW1Ua1M0RWs        MATCHED    Two short transparent yellow lines on a test panel...
ann_032_fa_15.html        0BwJi-u8sfkVDZEVWaHYxVDJrTGs        MATCHED    Test panel showing four squares: one bright yellow...
ann_032_fa_15.html        0BwJi-u8sfkVDN3F1UHlZM3FTLUU        MATCHED    Test panel showing four squares: one light yellow,...
ann_032_fa_15.html        0BwJi-u8sfkVDOFNaeDd6MjY4cGs        MATCHED    Mixing yellow oil and orange pigment with a glass ...
ann_032_fa_15.html        0BwJi-u8sfkVDcFNaMkptclhrRDg        MATCHED    Test panel showing two sqaures: one orange and one...
ann_032_fa_15.html        0BwJi-u8sfkVDYjJxeHR6eHB6RTA        MATCHED    Gold leaf, silver leaf, and yellow paint on top of...
ann_032_fa_15.html        0BwJi-u8sfkVDRFdFREF2VHJsMU0        MATCHED    two test panels with red pigment sqaures covered w...
ann_032_fa_15.html        0BwJi-u8sfkVDRzBvUDhadlNZV1k        MATCHED    two test panels with red pigment sqaures covered w...
ann_032_fa_15.html        0BwJi-u8sfkVDUlZKcnhMRXVfc0k        MATCHED    Test panel with red pigment sqaures covered with g...
ann_032_fa_15.html        1uM_j5J2VUvnUa_m_LAd2Lja_pkbuUI4Q   MATCHED    Oil painting of religious figures with a silver fr...
ann_032_fa_15.html        1bb1b6pDc24SsuofQptRCa-cANWMkuwg6   MATCHED    White leather embossed with a gold leaf floral pat...
ann_032_fa_15.html        16L6bCObjctmjRFdko-mek4NJv7FFvb_W   MATCHED    White leather embossed with a silver leaf floral p...
ann_032_fa_15.html        0BwJi-u8sfkVDMm54eGRSNTFIWU0        MATCHED    Engraving showing people in a workshop gilding lea...
ann_032_fa_15.html        0BwJi-u8sfkVDT2xLQTJCMVNnNHM        MATCHED    Ornate golden table
ann_034_sp_16.html        1F-P6VQ1W3le4Ev0SINQxh8AioS-7lFml   MATCHED    Large golden cup with enamel paintings on it
ann_034_sp_16.html        0BwJi-u8sfkVDcU0zRUdlUEtXb2c        MATCHED    Two samples of rouge clair made with different apr...
ann_034_sp_16.html        0BwJi-u8sfkVDWFRIeklqd2tBUDA        MATCHED    Rouge clair applied to silver leaf
ann_034_sp_16.html        0BwJi-u8sfkVDTTVLb0U5MElRQmc        MATCHED    Rouge clair applied to paper with no glassy proper...
ann_034_sp_16.html        0BwJi-u8sfkVDbVFxeEQ4aWp3Q0k        MATCHED    Rouge clair applied to silver leaf
ann_034_sp_16.html        0BwJi-u8sfkVDQ2ROaE9pSVBNTTg        MATCHED    Two samples of rouge clair applied to silver leaf ...
ann_034_sp_16.html        0BwJi-u8sfkVDLWtmTjdFYnNINms        MATCHED    Rouge clair applied to silver leaf
ann_034_sp_16.html        0BwJi-u8sfkVDNTE4NFJ3SEowX3M        MATCHED    Rouge clair applied to gessoed paper with no glass...
ann_034_sp_16.html        1ilamypZChJMUHbE0e2ct2KA9gNG2LIyY   MATCHED    Finely decorated silver table ortament
ann_035_sp_16.html        0BwJi-u8sfkVDaERKa2h0aURvSmc        MATCHED    Page of Ms. Fr. 640
ann_035_sp_16.html        0BwJi-u8sfkVDVGhfWC04dGRZZ2s        MATCHED    Four ink drawings of human figures
ann_035_sp_16.html        0BwJi-u8sfkVDQnVua1d3S2lITmc        MATCHED    Page of Ms. Fr. 640
ann_035_sp_16.html        1aTjpSOY2uXZRlLS6eMQym7Kl710psa4n   MATCHED    Drawings of eyes in varying stages of completion
ann_035_sp_16.html        0BwJi-u8sfkVDOHdCaTRrVU5PTzA        MATCHED    Etching of a painter's workshop
ann_035_sp_16.html        0BwJi-u8sfkVDa2tpVWVqWmloaU0        MATCHED    Etching of a painter's workshop
ann_035_sp_16.html        0BwJi-u8sfkVDSWRQRTYxd1ljVVk        MATCHED    Illustration teaching proportionality in drawing
ann_035_sp_16.html        0BwJi-u8sfkVDQVJoRUx2cG1uV3M        MATCHED    Manuscript page showing the basic geometric shapes
ann_035_sp_16.html        1svM77RVK7jONfuvRyz4bo-9SN5yLzFXa   MATCHED    Manuscript page showing the basic geometric shapes
ann_035_sp_16.html        0BwJi-u8sfkVDa2NNS1NDVmRyTW8        MATCHED    Illustration describing basic anatomy for drawing
ann_035_sp_16.html        1lC8_Vkk3GkwjVHtd3z1ymNAhCfX7dBys   MATCHED    Manuscript page with an image of a man with circle...
ann_035_sp_16.html        0BwJi-u8sfkVDLXNCaWtBWVhHb2M        MATCHED    Manuscript page with illustrations of tools for pe...
ann_035_sp_16.html        0BwJi-u8sfkVDQmdYSUNmYlpDdWs        MATCHED    Manuscript page with mathematical figures
ann_035_sp_16.html        0BwJi-u8sfkVDMWNyVlQwc0FXcUU        MATCHED    Manuscript page with small illustrations embeded i...
ann_035_sp_16.html        0BwJi-u8sfkVDWjRmSXhkeWdWVWs        MATCHED    Manuscript page with figure in margin
ann_035_sp_16.html        0BwJi-u8sfkVDWGlQSEhsTzlDNm8        MATCHED    Two depictions of torsos
ann_035_sp_16.html        1ca1OiU-678uLSG7NA9N3oLlCVGBtYyRj   MATCHED    Woodcut depicting a man standing with muscles visi...
ann_035_sp_16.html        1C0drhV7cyVtV3kkfIa2hqc15xAONfl9-   MATCHED    Woodcut depicting a man standing with muscles visi...
ann_035_sp_16.html        11Dn98GhEMQfTttDgxYobghlB0hmjg0u3   MATCHED    Woodcut of a man standing sideways with muscles vi...
ann_035_sp_16.html        1EF0ValyuhPLLUeDlCEMgl-PHKZUiAl01   MATCHED    Illustration by da Vinci of a baby in a womb
ann_035_sp_16.html        14GIL0ARqgpiNWEK1VyJ1mV3ydEeZhlOm   MATCHED    Depictions by da Vinci of fetuses
ann_035_sp_16.html        1MFmaxA7EMnXAfUGGj25pDc_Lj5FbhAFF   MATCHED    Woodcut of a fetus in the womb
ann_035_sp_16.html        1lSEIIShDEnImhf5zZpwV0xge1G1fSACM   MATCHED    Illustration of a woman with three depictions of w...
ann_036_sp_16.html        1AUxWvMFIj0K3n8D8b4LFZMlYRzNPgwMD   MATCHED    pH paper strip darkened from drop of solution next...
ann_036_sp_16.html        1YQ2Lc4Y2varu3O7Hl7HzX_jzCrd1X9He   MATCHED    Topview of plastic container with pieces of feathe...
ann_036_sp_16.html        1P6Vl1gbUS7DdfTX52I-Yw6_lnvVe0n87   MATCHED    Gloved hand holding cup filled with uneven white l...
ann_036_sp_16.html        1sDeO7id5XsyKA-6FWcMAIpWB5YaUDKgT   MATCHED    Six capped plastic containers with shallow layers ...
ann_036_sp_16.html        1eQiXzIfagnHMvP-wBKbvkh6ZWrPqSKq9   MATCHED    Three uncapped plastic containers with shallow lay...
ann_036_sp_16.html        12G2HfmoJDDCqqLG64771aCzKT8G_GaLC   MATCHED    Topview of two plastic containers with small squar...
ann_036_sp_16.html        1qFPIct816dMewyr8ni6TQf36AtXhved4   MATCHED    Topview of two plastic containers with small strip...
ann_036_sp_16.html        1EAzWszvNPu6AmbEdM-dEdq31e8A-GQOF   MATCHED    Four plastic containers with layer of shallow yell...
ann_036_sp_16.html        1Jb9UxuzhGdjsKE_EdWEJECyAwr7ayfpo   MATCHED    Small crumpled strip of textile and labeled plasti...
ann_036_sp_16.html        1IK3y740WFHfIIEvZO3udhiu22VoXEwSB   MATCHED    Top-view of container with tangled piece of dark h...
ann_036_sp_16.html        1u1WHQR1i2VMUCXBK-qStbo0qjqmaeUxc   MATCHED    Five plastic containers with strands of colored we...
ann_036_sp_16.html        1t3WTRWLDUGtve79O4DHPtT_HrU3GtPlL   MATCHED    Top-view of tangled wet dark yarn in plastic conta...
ann_036_sp_16.html        1pt-JIKD5YRhsNgM_bIsRCLYfIoE48uog   MATCHED    Top-view of tangled wet dark yarn in plastic conta...
ann_036_sp_16.html        1OXSpH4oI3tLiyKozeKQQCZDG6W_j6hMQ   MATCHED    Top-view of two plastic containers with tangled we...
ann_036_sp_16.html        1CDu8afhuxMbiibw5uuvvL3bnfVtytAm5   MATCHED    Four capped plastic containers with colored yarn a...
ann_036_sp_16.html        1yCGMLclIzhGDTY-RMwkI72L0va7bTPPC   UUID NOT IN SPREADSHEET (kept existing) fig. 16
ann_036_sp_16.html        0BwJi-u8sfkVDdDdJcEdFb1E4elU        MATCHED    Six capped plastic containers with shallow layers ...
ann_036_sp_16.html        1tYdc_QureN9WmCvDgp1ixXXahNNWfh2q   UUID NOT IN SPREADSHEET (kept existing) fig. 18
ann_036_sp_16.html        1LpWiMDmLSZJBeBhX0RAsFGvFkdsF8Q8s   UUID NOT IN SPREADSHEET (kept existing) fig. 19
ann_036_sp_16.html        1T0HW-FMDHTJItTiOsFCsd5mUqOKflI-c   UUID NOT IN SPREADSHEET (kept existing) fig. 20
ann_036_sp_16.html        1Q4MKANfnCWF3i_IS-AS7A77qyq9z4xf6   MATCHED    Woven textile tunic of checkered pink and purple w...
ann_037_sp_16.html        1RVFCbwuD3BwpOIlFP3Fz4WcGzYnfaItc   MATCHED    Photo of a dragon tree.
ann_037_sp_16.html        0BwJi-u8sfkVDN3FBeGNfVUtTMTQ        MATCHED    Ms page.
ann_037_sp_16.html        0BwJi-u8sfkVDbXpPLTlHeG1pWWc        MATCHED    Photo of dragon's blood resin in red chunky peices...
ann_037_sp_16.html        18umkqyqvGM2pQnrrOD9lvOAwSmWmwJx1   MATCHED    Photo of a portable altar.
ann_037_sp_16.html        1tTgtH2DGykCDAF8JZb4j5ItwYTOpj9Zs   MATCHED    Woodcut print of tree with a detail of its branche...
ann_037_sp_16.html        133c_tjWEk0nZICkdFitMC3pGqV-o8qK_   MATCHED    Manuscript page with botancial prints in the margi...
ann_037_sp_16.html        0BwJi-u8sfkVDQ19lSzF2U2RwNmc        MATCHED    Engraving of Rest on the Flight Into Egypt, an ear...
ann_037_sp_16.html        0BwJi-u8sfkVDVklzNENKanpwMTQ        MATCHED    Photo of dragon's blood mixed with ethanol.
ann_037_sp_16.html        0BwJi-u8sfkVDMmZuMjFhd1YydDA        MATCHED    Photo of a beaker with dragon's blood and distille...
ann_037_sp_16.html        0BwJi-u8sfkVDdFdaZ24xellOSGs        MATCHED    Photo of thick mixture of dragon's blood powder an...
ann_037_sp_16.html        0BwJi-u8sfkVDeWhRdXA3SDktNkU        MATCHED    Photo of cotton strip samples with dragon's blood ...
ann_037_sp_16.html        0BwJi-u8sfkVDYlZTS0ZSamVuWmM        MATCHED    Photo of dragon's blood and meat.
ann_038_sp_16.html        1yPWrkHq-SA1DMPcBvXGqYsYT2H1K2eR2   MATCHED    Photo of Martial Courtois dish.
ann_038_sp_16.html        1B7OXemsN--BmMjXqCQaiY65svKQ7jmcp   MATCHED    Detail image of the Courtoish dish showing men in ...
ann_038_sp_16.html        1ZQxm3kCOMyr98CX-2aRPqB0UtSseqsJB   MATCHED    Mixing blue pigments with yellow egg yolks on a ce...
ann_038_sp_16.html        1d6uadvAvr0-8S6sXmqLcVXQ-W_-fwpTs   MATCHED    Small squares of blue pigment painted on a test pa...
ann_038_sp_16.html        11jsq95v0EGuupachh_fdF5RIj4WTW1l2   MATCHED    Copper sheet with two blue pigment marks and four ...
ann_038_sp_16.html        1xM2jRpAyBmXgHnPHMQH_K6GXs2jBH5Co   MATCHED    Intricate golden vash with lifecast flowers.
ann_039_sp_16.html        0BwJi-u8sfkVDc0pIb3lUWHVHQ2c        MATCHED    Gelatnious mixture of flour and water in a bowl
ann_039_sp_16.html        0BwJi-u8sfkVDZ3hqSVBhSy1uRm8        MATCHED    Thick mixture of starch and water in a beaker
ann_039_sp_16.html        0BwJi-u8sfkVDbXhoaThyVHJGd28        MATCHED    Liquid-like mixture of starch and water in a beake...
ann_039_sp_16.html        0BwJi-u8sfkVDeGc2ZUVNdmFjUG8        MATCHED    Two pieces of parchment and one piece of paper tap...
ann_039_sp_16.html        0BwJi-u8sfkVDWlZJeVczd2sxWkU        MATCHED    Gilding applied to parchment and paper
ann_039_sp_16.html        0BwJi-u8sfkVDb2ViMkhhRm9DbWc        MATCHED    Gold leaf being applied to paper with the starch p...
ann_039_sp_16.html        0BwJi-u8sfkVDbWtfQkE3X3ItaUk        MATCHED    Squares of gold leaf glued to sections of parchmen...
ann_039_sp_16.html        0BwJi-u8sfkVDNElsUUVBVVd3QmM        MATCHED    Tool made of a paintbrush and cheesecloth being us...
ann_039_sp_16.html        0BwJi-u8sfkVDM1NwWnA0VVR5SHc        MATCHED    Historically reconstructed paper
ann_039_sp_16.html        0BwJi-u8sfkVDWHQxa1h3RTJEU3M        MATCHED    Paper with starch water painted on
ann_039_sp_16.html        0BwJi-u8sfkVDcWdrbk0zLU1zcUk        MATCHED    Gold leaf ontop of paper with starch water
ann_039_sp_16.html        0BwJi-u8sfkVDUFVHbTB0OW1mSkE        MATCHED    Gold leaf applied to paper with paper texture show...
ann_039_sp_16.html        0BwJi-u8sfkVDdkZJWVZJeVNCNzA        MATCHED    Gold leaf applied to paper
ann_039_sp_16.html        0BwJi-u8sfkVDdmR4WC1DZzViUGM        MATCHED    Gold leaf on parchment that has warped slightly
ann_039_sp_16.html        0BwJi-u8sfkVDbVRoWDEwcWc5YXM        MATCHED    Gold leaf applied to parchment with a clear textur...
ann_039_sp_16.html        0BwJi-u8sfkVDcU80NXdMcV96MzQ        MATCHED    1340 manuscript with gilded page that has no textu...
ann_039_sp_16.html        0BwJi-u8sfkVDbWZ2MDd6RFRBVEU        MATCHED    Gold leaf on both burnished and unburnished parchm...
ann_039_sp_16.html        0BwJi-u8sfkVDOEFOOTdCakNHWGc        MATCHED    Manuscript from the turn of the 15th century with ...
ann_039_sp_16.html        0BwJi-u8sfkVDZUQ1QTI0N0dGREk        MATCHED    1400 manuscript with gilded background of an illus...
ann_039_sp_16.html        0BwJi-u8sfkVDMDVZbWR0aHVlTk0        MATCHED    Gilding on bole
ann_040_sp_16.html        1G0kt68klTyfkCZBFna0bX1FbqsT6qACa   MATCHED    Oil painting on back of alterpiece showing two fem...
ann_040_sp_16.html        1cjfyukB5ZNyJo3vq5aWLyiOvHBdrezQd   MATCHED    Red, black, and white pigments pained on wood to l...
ann_040_sp_16.html        0BwJi-u8sfkVDNnNQNkZtRG92SW8        MATCHED    Two wood squares covered with dark matte red pigme...
ann_040_sp_16.html        0BwJi-u8sfkVDck5HTU5ZUF9pcEE        MATCHED    Two wooden squares. One with dark red matte pigmen...
ann_040_sp_16.html        0BwJi-u8sfkVDaEJzbEdvNExkVmM        MATCHED    Two wooden squares both covered with wine-colored ...
ann_040_sp_16.html        18tctsN-AVHywSLjc4R1O9Vq0juve_Wld   MATCHED    Oil painting on wood panel showing a noble woman d...
ann_040_sp_16.html        166SrviBO9QJhVzYKQ-D9kH9lf2AtlmZQ   MATCHED    Back of the oil painting on wood panel showing imi...
ann_040_sp_16.html        0BwJi-u8sfkVDbG1DTUlOZHZFMkk        MATCHED    Test panel with one muted wine-colored sqaure and ...
ann_040_sp_16.html        0BwJi-u8sfkVDeFR1ejJjc0JmcFE        MATCHED    Test panel with two matte pigment squares and two ...
ann_040_sp_16.html        0BwJi-u8sfkVDX01yOXFQZzkxUmM        MATCHED    Two wooden squares covered with light purple pigme...
ann_040_sp_16.html        0BwJi-u8sfkVDRnY1X1V1NTFsS3c        MATCHED    Test panel with two glossy purple pigment sqaures,...
ann_040_sp_16.html        0BwJi-u8sfkVDN2dQLXM5eVI0cE0        MATCHED    Test panel with glossy dark red pigment with a var...
ann_041_sp_16.html        0BwJi-u8sfkVDaDRCQ1JvU2h0dEU        MATCHED    Manuscript page
ann_041_sp_16.html        1FAw3cdjRAQX9TrfXB1Eq5b23DzgYa9PM   MATCHED    table
ann_041_sp_16.html        0BwJi-u8sfkVDOExDOVdUU3g2b0k        MATCHED    Red, orange, and yellow pigments  on a glass plate
ann_041_sp_16.html        0BwJi-u8sfkVDYW9ZaGpjYU85UVE        MATCHED    Painting layer of yellow pigment onto a square of ...
ann_041_sp_16.html        0BwJi-u8sfkVDNDBRZ3ZIY0VBSGM        MATCHED    Closeup image of yellow pigment on a square of bla...
ann_041_sp_16.html        0BwJi-u8sfkVDX0p4M3kydU1OSnc        MATCHED    Gold leaf on top of the yellow and black pigment s...
ann_041_sp_16.html        1MFvOlMNSGjOF08nyaPPOTWufMUpjSHzM   MATCHED    Test panel with squares of black pigment, black pi...
ann_041_sp_16.html        0BwJi-u8sfkVDYThxUVhzaEJDOVE        MATCHED    Test panels with squares of yellow pigment on blac...
ann_041_sp_16.html        0BwJi-u8sfkVDQ2xXcFN5al9SdTA        MATCHED    Test panels with gold leaf that has become burnish...
ann_041_sp_16.html        0BwJi-u8sfkVDSjk4dnZiUTZYcmM        MATCHED    Close up image of square of black pigment partiall...
ann_041_sp_16.html        1fY5yuqlT6yNgYQtHgyJ2RE4DjHxdwGRF   MATCHED    16th century painting of Jesus on the cross surrou...
ann_041_sp_16.html        1f-lS5TIITPf0mafNQi4nM6RkSVN9xBBe   MATCHED    Closeup image of black wooden frame with gold leaf...
ann_041_sp_16.html        10hDZTHcOaLGeDwB1dP4V5m2e5Z3QlNHf   MATCHED    15th century yellow brass bowl engraved with a sil...
ann_041_sp_16.html        1n3MWvZ1iejA80h1kYnFGvSW5M-_nQwnU   MATCHED    16th century painting of a banquet surrounded by a...
ann_041_sp_16.html        0BwJi-u8sfkVDWHVMY0loMnlPNWc        MATCHED    Large decorative wooden frame with gold leaf detai...
ann_041_sp_16.html        1NV8yI7rLIq9RDkNZBAmUpmz1DAdolqhY   MATCHED    Decorative 16th century plate with gold leaf patte...
ann_042_sp_16.html        0BwJi-u8sfkVDcW9VMVJHcm5ZQzQ        MATCHED    Photo of Joseph Interpreting the Dreams of Pharaoh
ann_042_sp_16.html        1nfQEAKdvlG9ulq5n_4oJe7FnSh7Ga3OJ   MATCHED    Photo of Fall of Man
ann_042_sp_16.html        1g8E3vZIA1MTd60t5A6duTf0-AwgXACzC   MATCHED    Phot of Fall of Man from a Book of Hours
ann_042_sp_16.html        1UgS3GWS6nTYoOz336FX3ZyJ63udhaWv_   MATCHED    Painting of Callisto and Jupiter.
ann_042_sp_16.html        0BwJi-u8sfkVDWkVxVDF4YjFlMms        MATCHED    Photo of Adoration of the Magi.
ann_042_sp_16.html        0BwJi-u8sfkVDcHpFWEZ2eldtcFE        MATCHED    Photo of shadow layers on a canvas.
ann_042_sp_16.html        0BwJi-u8sfkVDSjh6aWhqRmFlRjg        MATCHED    Photo of shadow layers on a canvas.
ann_042_sp_16.html        0BwJi-u8sfkVDVmUySjdxcGRKcTA        MATCHED    Photo of shadow layers on a canvas.
ann_042_sp_16.html        0BwJi-u8sfkVDWTM0SGRlZUJIWmc        MATCHED    Photo of shadow layer pigments.
ann_042_sp_16.html        0BwJi-u8sfkVDRHJqYzd6clFhTXc        MATCHED    Photo of ground jet pigments.
ann_042_sp_16.html        0BwJi-u8sfkVDSmIxTDF6dDdtME0        MATCHED    Photo of of water, madder lake, yellow ocher, and ...
ann_042_sp_16.html        0BwJi-u8sfkVDeGNfRnQxNVhPZEk        MATCHED    Photo of painted shadow layer.
ann_042_sp_16.html        0BwJi-u8sfkVDeXFYaElXMEFnQXc        MATCHED    Photo of hand painting over a shadow layer.
ann_042_sp_16.html        0BwJi-u8sfkVDX1diUE1VS1NFSnc        MATCHED    Photo of wet canvas with painted shadow layer.
ann_042_sp_16.html        0BwJi-u8sfkVDbldTSDR4ZWZSaUE        UUID NOT IN SPREADSHEET (kept existing) fig. 15
ann_042_sp_16.html        0BwJi-u8sfkVDdzRVSVpBM2thaUE        UUID NOT IN SPREADSHEET (kept existing) fig. 16
ann_042_sp_16.html        0BwJi-u8sfkVDZkc0X05QTE1ZdVk        UUID NOT IN SPREADSHEET (kept existing) fig. 17
ann_042_sp_16.html        0BwJi-u8sfkVDSG4tZFVRYXBYRGs        MATCHED    Photo of completed "face in distemper" painting.
ann_043_sp_16.html        1YPihD9PCuXwjkytOrP2iAkkuNrOMc8IV   MATCHED    Photo of brazilwood infusions in jars.
ann_043_sp_16.html        1z6k9ytIyO7Q7i4VgWZJxcGPmpdKPRtoO   MATCHED    Photo of three mixture samples.
ann_043_sp_16.html        1XzQakqYYqklY48J-SQYe9ZHPnnKt2_K9   MATCHED    Ms page.
ann_043_sp_16.html        1TTEH9aoTcBhh8vzOUDkfLwya2VpM5T4G   MATCHED    Ms page
ann_043_sp_16.html        11aho-mky_T02P_k3ZUdn9BBCApi3Z-_m   MATCHED    Photo of trick knife sketch.
ann_043_sp_16.html        1NX5J6bXRx-RSPBs3-5Xeh6TGycIGxLhj   MATCHED    Photo of trick knife sketch.
ann_043_sp_16.html        1gK13FWjDurGdHFVuMwUOOWiwvBtIGi9M   MATCHED    Photo of three grain vessels.
ann_043_sp_16.html        18QwzZNkDGSQaiJ6FWIwU3oCfNuy9cr5j   MATCHED    Photo of trick knife sketch.
ann_043_sp_16.html        1lK3iYy5Qz-rXsPmPk5wVr0ecZq9AM6se   MATCHED    Ms page.
ann_043_sp_16.html        1_VQPqnLrhTscv3fMq6g5s0T5oc0iEAW2   MATCHED    Photo of a prop funnel sketch.
ann_043_sp_16.html        12u1AW3TNEQFQZE1Ny7hgfcJVIAkuqhB1   MATCHED    Ms page.
ann_043_sp_16.html        1h8ywGpjur-HSwOaw7juj8V0kGbq_6P8n   MATCHED    Photo of a trick box sketch.
ann_043_sp_16.html        11C6edHDqtEVsjJ87eglku1W8EAWHaLxb   MATCHED    Ms page.
ann_043_sp_16.html        1bumM0GSx0dHn02LXgv7-ALGL4OevoKb0   MATCHED    Photo of knife arrangement sketch.
ann_043_sp_16.html        1S50uK-EiCcJrf_exfYTmWpPWyjhZjZmP   MATCHED    Photo of The Fall of the Magician Hermogenes.
ann_043_sp_16.html        1Ipu3_IhziKJ-RIQGPoolM8EQj7JTB4SS   MATCHED    Diagram of hand and sun position method for tellin...
ann_043_sp_16.html        18APHsMF6BLQ29T09O9IIV4miq9IkEEtX   MATCHED    Diagram of hand and sun position method for tellin...
ann_043_sp_16.html        1MZcgm2nu3K7yIVZ9Oc6E4VVYlp-Y4u-X   MATCHED    Photo of The Conjuror or Charlatan.
ann_044_sp_16.html        0BwJi-u8sfkVDeTBwQ1g2eDVjX1U        MATCHED    Photo of three black spots on a piece of paper.
ann_044_sp_16.html        0BwJi-u8sfkVDb241amZSVkJ3YkU        MATCHED    Photo of piece of paper with three black spots and...
ann_044_sp_16.html        0BwJi-u8sfkVDX01TZ3ZocnBDVjA        MATCHED    Photo of piece of paper with one black spot and tw...
ann_044_sp_16.html        0BwJi-u8sfkVDSDlYZDFKMG9OOHc        MATCHED    Experiment workstation with pieces of written-on p...
ann_044_sp_16.html        0BwJi-u8sfkVDdVVyTXNMVXc1RnM        MATCHED    Photo of a cleaned pen quill.
ann_044_sp_16.html        0BwJi-u8sfkVDaHFXX2g5b1VVaXM        MATCHED    Photo of sulfuric acid spots on a piece of paper.
ann_044_sp_16.html        0BwJi-u8sfkVDTEtIN21zanZyaTQ        MATCHED    Photo of sulfuric acid spots on a piece of paper.
ann_044_sp_16.html        0BwJi-u8sfkVDb2RfYzAtNmJOamc        MATCHED    Photo of pieces of paper with spots of ink, smudge...
ann_044_sp_16.html        0BwJi-u8sfkVDMEx4NTY1SEl5T3c        MATCHED    Photo of pieces of paper with spots of ink, smudge...
ann_044_sp_16.html        0BwJi-u8sfkVDMUlLclVzNFUwVFU        MATCHED    Photo of pieces of paper with spots of ink, smudge...
ann_044_sp_16.html        0BwJi-u8sfkVDOFBZNzNoblhnaUk        MATCHED    Photo of pieces of paper with spots of ink, smudge...
ann_045_fa_16.html        0BwJi-u8sfkVDc2NoQ0ZSa2JXVEk        MATCHED    Photograph of seated student using a jewelry saw a...
ann_045_fa_16.html        0BwJi-u8sfkVDRnVtTy12Q3pwTjg        MATCHED    Polished piece of red, variegated jasper stone.
ann_045_fa_16.html        0BwJi-u8sfkVDbXVGVzdQcEdia1U        MATCHED    Red and yellow bundles of yarn with a color-target...
ann_045_fa_16.html        0BwJi-u8sfkVDY3VMRGVOYW5WeGM        MATCHED    Strand of red yarn on thin rectangular sheet of gr...
ann_045_fa_16.html        0BwJi-u8sfkVDd00xZGZPZUxwMDg        MATCHED    Red yarn dragged across red and green striped, pai...
ann_045_fa_16.html        0BwJi-u8sfkVDLWN0N2pZNkxHRkU        MATCHED    Thin piece of green painted horn sheet held up to ...
ann_045_fa_16.html        0BwJi-u8sfkVDMnBQajdMZTFheTg        MATCHED    Two rectangular horn sheets, one painted red and o...
ann_045_fa_16.html        0BwJi-u8sfkVDUlNjQVZraXFxTE0        MATCHED    Closeup of horn sheet with red paint layer on the ...
ann_045_fa_16.html        0BwJi-u8sfkVDd090Z3o2cFo3Vkk        MATCHED    Horn sheet with red paint layer on the back that w...
ann_045_fa_16.html        0BwJi-u8sfkVDaDlwWUxjUXBXREk        MATCHED    Horn sheet with red paint layer on the back that w...
ann_045_fa_16.html        0BwJi-u8sfkVDb0lDTi1CQmpHcGc        MATCHED    ms page
ann_045_fa_16.html        0BwJi-u8sfkVDMk1ZTWM4bTVlTk0        MATCHED    ms page
ann_045_fa_16.html        0BwJi-u8sfkVDVkhrbjc2U2Q4U0U        MATCHED    Decorative vessel of variegated stone with handle ...
ann_045_fa_16.html        0BwJi-u8sfkVDbGYySnpkTTlXS3c        MATCHED    Landscape scene of hilltop buildings made of cut p...
ann_045_fa_16.html        0BwJi-u8sfkVDZUxDbExNYlRTazQ        MATCHED    Photograph of a jasper seal.
